claim_id,anchor,unit_type,ordinal,doc_line,sha1,cls,cases,merge_group,canonical,merged_into,exclusion_reason,rule,note,text
C-s4-5-5-mermaid-005,s4-5-5,mermaid,5,489,fda557089fd5f881749dbf7b574c72aec6e85959,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,PrivateLink endpoints (data / control / gateway)
C-s4-5-5-mermaid-006,s4-5-5,mermaid,6,489,41ff1335ee85bee5ebbbe545d523e571b15c2f6a,E,F5-1,M-gateway-only-path,no,C-s4-4-trow-007,,INHERIT:C-s4-4-trow-007 (via M-gateway-only-path),,AgentCore Gateway (Hops #4/#5 — unavoidable because it is the only route)
C-s4-5-5-mermaid-007,s4-5-5,mermaid,7,489,b105893d923fa6a535fd18c5a2abcadbac66e026,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,Bedrock / STS / CW Logs / X-Ray
C-s4-5-5-mermaid-008,s4-5-5,mermaid,8,489,d71e40adf2c76965d788efa21e3a1b98f1ea333b,E,F5-7b,M-ecr-public-egress,no,C-s4-5-4-numitem-002,,INHERIT:C-s4-5-4-numitem-002 (via M-ecr-public-egress),,public.ecr.aws (Harness images — no VPC endpoint)
C-s4-5-5-mermaid-009,s4-5-5,mermaid,9,489,de99eee9032d1b61f0198a00b721c96da6aab89b,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,❌ Arbitrary internet / shadow tools / exfiltration
C-s4-5-5-mermaid-010,s4-5-5,mermaid,10,489,ac5d5bf4ee92e565388816f51009987dff45fbcc,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,ONLY egress
C-s4-5-5-mermaid-011,s4-5-5,mermaid,11,489,0308c6fd7dd306a375c0be3a1e1434c63394b09e,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,scoped NAT route (mandatory exception)
C-s4-5-5-mermaid-012,s4-5-5,mermaid,12,489,f81c943187e6fd788ef56676ef71d666efb4aefd,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,"IAM condition keys: aws:SourceVpc/SourceVpce, bedrock-agentcore:subnets/securityGroups"
C-s4-5-5-mermaid-013,s4-5-5,mermaid,13,489,d1590b43a9da21dc29f2467e71426024d22a8cb1,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,deployment cannot exist outside this VPC
C-s5-1-prose-001,s5-1,prose,1,519,15152359a3ed433056ef644d0af6b0a3edf198d9,C,F1-12,,,,,TYPE:s5-1/prose,,**Service:** Amazon Bedrock Guardrails (attached to model invocation)
C-s5-1-bullet-001,s5-1,bullet,1,523,0d8a63394e7706e2320d673d79f350e7fda4265e,S,F3-1 F6-5,,,,,TYPE:s5-1/bullet,,Evaluates the model's generated response AFTER inference
C-s5-1-bullet-002,s5-1,bullet,2,524,aa56769b1d5e6000b6464a6289ed831ea6273360,S,F3-1 F6-5,,,,,TYPE:s5-1/bullet,,"Can apply the same guardrail policies as input evaluation, or different output-specific settings within the same guardrail resource (see Best Practice #2 below)"
C-s5-1-bullet-003,s5-1,bullet,3,525,66e87bc8e72a9e1b25b91195838688cc862f2e3f,S,F3-1 F6-5,,,,,TYPE:s5-1/bullet,,Blocks the response before it reaches the user if violations are detected
C-s5-1-bullet-004,s5-1,bullet,4,526,ac6bb3302726c468a240319ddb880353ff7a7db3,C,F1-27,,,,,OVERRIDE:C-s5-1-bullet-004,,Note: reasoning/chain-of-thought content blocks are excluded from guardrail evaluation
C-s5-1-bullet-005,s5-1,bullet,5,530,78ad2abe6a87a2d6e871b6030a0437d7d5187346,S,F3-1 F6-5,,,,,TYPE:s5-1/bullet,,Adds post-inference evaluation latency before the user sees the response
C-s5-1-bullet-006,s5-1,bullet,6,531,333eb442a393ab922ce3a27d235963d1e8754de4,S,F3-1 F6-5,,,,,TYPE:s5-1/bullet,,"For streaming responses, behavior depends on the streaming mode (see Best Practice #1)"
C-s5-1-bullet-007,s5-1,bullet,7,532,88916d6ec82724ecfca3dc11c8b68c3b5264e99c,S,F6-5,M-parallel-input-evaluation,no,C-s3-2-bullet-014,,OVERRIDE:C-s5-1-bullet-007,,AWS documents parallel policy evaluation explicitly for INPUT evaluation; no equivalent statement exists for output — measure output-side overhead yourself via `guardrailProcessingLatency`
C-s5-1-numitem-001,s5-1,numitem,1,536,f7a189fc271d03ac56e71397455f47e672e80291,C,F1-12,M-async-streaming-leak,yes,,,OVERRIDE:C-s5-1-numitem-001,,"For streaming, choose the official mode deliberately: **synchronous** (default) buffers and scans each chunk before sending — better accuracy, added latency; **asynchronous** (`streamProcessingMode: ASYNCHRONOUS`) sends chunks immediately and scans in the background — lower latency, but inappropriate content may reach the user before blocking kicks in, and **sensitive-information masking is NOT supported in asynchronous mode**. Use asynchronous only where that leakage window is acceptable."
C-s5-1-mermaid-001,s5-1,mermaid,1,538,73e567df22a47a30f44fca8dbc931e7f5ecc5b90,C,F1-12,,,,,TYPE:s5-1/mermaid,,SYNCHRONOUS (default)
C-s5-1-mermaid-002,s5-1,mermaid,2,538,13c553b3f8b66b2f8f2d39f93a7c0be32d810498,C,F1-12,,,,,TYPE:s5-1/mermaid,,Model emits chunk
C-s5-1-mermaid-003,s5-1,mermaid,3,538,3f515e963c57f322842a0ee7879bacc51aa02669,C,F1-12,,,,,TYPE:s5-1/mermaid,,Guardrail buffers + scans chunk
C-s5-1-mermaid-004,s5-1,mermaid,4,538,e901a5d21b94e5ab2939b5ac0e37609dcc939ea9,C,F1-12,,,,,TYPE:s5-1/mermaid,,Chunk sent to user
C-s5-1-mermaid-005,s5-1,mermaid,5,538,6a1cec45eaf37b34e1b1d89130d7746fe4006346,C,F1-12,,,,,TYPE:s5-1/mermaid,,clean
C-s5-1-mermaid-006,s5-1,mermaid,6,538,d4264ec776e6b28a3a2a6cb2e1512f740c442b40,C,F1-12,,,,,TYPE:s5-1/mermaid,,Blocked before user sees anything
C-s5-1-mermaid-007,s5-1,mermaid,7,538,90f4ae1180c80bd561d0791775bb79ade786bdf7,C,F1-12,,,,,TYPE:s5-1/mermaid,,violation
C-s5-1-mermaid-008,s5-1,mermaid,8,538,fb3fb6053707ab88a363ea601ee259d118102a18,C,F1-12,,,,,TYPE:s5-1/mermaid,,ASYNCHRONOUS (opt-in)
C-s5-1-mermaid-009,s5-1,mermaid,9,538,993083bc5284070ae9ef23239f536f8e1b471b05,C,F1-12,,,,,TYPE:s5-1/mermaid,,Chunk sent to user IMMEDIATELY
C-s5-1-mermaid-010,s5-1,mermaid,10,538,65816f3603eedae8e0a2f9c59e77045ee09d7df8,C,F1-12,,,,,TYPE:s5-1/mermaid,,Guardrail scans in background
C-s5-1-mermaid-011,s5-1,mermaid,11,538,e7a3e39c94692e12e4d8c7bf06816dda2372ef7a,C,F1-12,M-async-streaming-leak,no,C-s5-1-numitem-001,,INHERIT:C-s5-1-numitem-001 (via M-async-streaming-leak),,⚠️ SUBSEQUENT chunks blocked — already-sent content has leaked · no PII masking in this mode
C-s5-1-mermaid-012,s5-1,mermaid,12,538,4e49d1a1bfc72f767ef0c049571be9bde8f3d3f9,C,F1-12,,,,,TYPE:s5-1/mermaid,,violation found
C-s5-1-prose-005,s5-1,prose,5,553,f1323275a5d29796fe281787fbc9ab3d9166c8a3,C,F1-12,,,,,TYPE:s5-1/prose,,Trade-off in one line: synchronous = accuracy first (adds latency); asynchronous = latency first (accepts a leakage window and loses masking).
C-s5-1-numitem-002,s5-1,numitem,2,554,5818484b07a39ae4ad967413a05b82f2d19e49dd,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-1/numitem,,"Configure output-specific settings (`outputStrength`, `outputAction`) within your guardrail resource if output needs different policies than input"
C-s5-1-numitem-003,s5-1,numitem,3,555,e9df07106998896a7803c68d3b8f43ff62f586cb,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-1/numitem,,"Monitor InvocationLatency (`AWS/Bedrock/Guardrails` namespace, GuardrailContentSource = Output dimension) separately for output evaluation"
C-s5-1-numitem-004,s5-1,numitem,4,556,f0458e042e30eecadffe8d4469f801fd2c4c4aa2,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-1/numitem,,Consider Automated Reasoning checks for hallucination detection on critical outputs (note: detect mode only — the app must handle findings; English (US) only; no streaming support)
C-s5-1-numitem-005,s5-1,numitem,5,557,58f631aa5189d5dbdd3dc3c15892ab870f66845a,C,F1-13,,,,,OVERRIDE:C-s5-1-numitem-005,,"Contextual Grounding limits to plan around: max 100,000 characters grounding source, 1,000 characters query, 5,000 characters response; supported for summarization/paraphrasing/QA — conversational chatbot QA is NOT supported; in streaming, an irrelevant response may only be flagged after it has fully streamed"
C-s5-1-numitem-006,s5-1,numitem,6,558,9e2f155c869fc87a3095859d3ac31a6b60846fab,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-1/numitem,,PII masking caveats: masked PII still appears UNMASKED in model invocation logs (CloudWatch `input` field) and in the guardrail trace `match` field — scope log access and retention accordingly
C-s5-2-prose-001,s5-2,prose,1,564,d7f70b35484b1c9e2600c91b65d690ec3593829b,C,F1-23,,,,,TYPE:s5-2/prose,,**Service:** Amazon Bedrock AgentCore Evaluations
C-s5-2-bullet-001,s5-2,bullet,1,570,49b1307e7db73c26f89be5a2ad3e22bfe9f18d8e,C,F1-23,,,,,TYPE:s5-2/bullet,,**On-demand:** directly analyzes a chosen set of spans (development / spot checks)
C-s5-2-bullet-002,s5-2,bullet,2,571,e059bf405152e07f2c8ef10c6a8ea95c3c65ac4c,C,F1-23,,,,,TYPE:s5-2/bullet,,**Batch:** runs evaluators against multiple agent sessions in a single asynchronous job
C-s5-2-bullet-003,s5-2,bullet,3,572,3416b0b7d3a34b59859e6dc15d5956bdf8a9e77f,C,F1-23,,,,,TYPE:s5-2/bullet,,"**Online:** continuously samples and evaluates LIVE production interactions (percentage-based sampling, e.g. 10%) without manual triggers"
C-s5-2-prose-004,s5-2,prose,4,574,2257017ca54b983ce4812650e15e08c538a6854d,C,F1-23,,,,,TYPE:s5-2/prose,,Detects quality drops over time.
C-s5-2-numitem-001,s5-2,numitem,1,578,22a032ba520099fa6848d7c076be9a13fccd1aac,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-2/numitem,,Enable online evaluation in production to continuously monitor quality
C-s5-2-numitem-002,s5-2,numitem,2,579,ccb084ccb73007fdc5a05fea6950a9e7917f829d,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-2/numitem,,"Define custom evaluators aligned with your business metrics (not just safety — also correctness, helpfulness)"
C-s5-2-numitem-003,s5-2,numitem,3,580,d8a5af840c44bd1ad874b0770a7f1a58e44d893a,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-2/numitem,,Set CloudWatch alarms on evaluation score thresholds to detect regressions early
C-s5-2-numitem-004,s5-2,numitem,4,581,31619b4f9fd773e491d3cb581a98be48475762c3,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s5-2/numitem,,Use evaluation results as input to the optimization feedback loop
C-s5-2-numitem-005,s5-2,numitem,5,582,28b2ebb48e76f2af27def654524be1941f9a87ef,X,,,,,"Built-in evaluators run on service-owned credentials using Geo Cross-Region Inference. Not observable from the customer side: we cannot see which credentials or Regions a service-owned evaluator uses. F8-6 tests the in-geography property for OUR OWN cross-Region inference, which is the closest reachable analogue. Remedy: AWS-side attestation.",X_CLAIM:C-s5-2-numitem-005,,"Data-residency note: built-in evaluators run on service-owned Bedrock credentials using Geo Cross-Region Inference (CRIS), routing model invocations across Regions within the geography; custom LLM-judge evaluators invoke YOUR designated Bedrock model in your own account (you retain billing, quota, and Region control). Quotas as of the devguide snapshot at writing time (2026-08): up to 1,000 evaluation configurations per Region per account; up to 1M input+output tokens/minute for large Regions — quota values change frequently; verify current values in the Service Quotas console before capacity planning."
C-s5-3-prose-001,s5-3,prose,1,588,54617bb0491dbb133b71a6ae454e4328591eb90e,C,F1-22,,,,,TYPE:s5-3/prose,,**Service:** Amazon Bedrock AgentCore Optimization
C-s5-3-bullet-001,s5-3,bullet,1,592,7fb4491d0880bf55e2ee6daabb30bdf139df3494,C,F1-22,,,,,TYPE:s5-3/bullet,,Analyzes production traces and evaluation outputs
C-s5-3-bullet-002,s5-3,bullet,2,593,e1edf3be36f83141232bdfde45168c13e95fb5cb,C,F1-22,,,,,TYPE:s5-3/bullet,,Generates optimized system prompts or tool descriptions (Recommendations)
C-s5-3-bullet-003,s5-3,bullet,3,594,fa42f3efd67156d951374357e2ce4bde29bff4a9,C,F1-22,,,,,TYPE:s5-3/bullet,,Validates improvements offline using batch evaluations (an AgentCore Evaluations capability)
C-s5-3-bullet-004,s5-3,bullet,4,595,7e9a3b80c9f091557cd8ecef96adca883b47562d,C,F1-22,,,,,TYPE:s5-3/bullet,,Confirms improvements with A/B testing on live traffic (online)
C-s5-3-numitem-001,s5-3,numitem,1,599,71efd3ed3bfa19a1eacc6441d6175ee119872cc7,C,F1-22,,,,,TYPE:s5-3/numitem,,**Recommendations** — AI-generated improvements to system prompts and tool descriptions based on real agent traces; explains what changed and why
C-s5-3-numitem-002,s5-3,numitem,2,600,a6d9b1a4e4fad029c2570cb671ba73ae039a1a74,C,F1-22,,,,,TYPE:s5-3/numitem,,"**Configuration Bundles** — versioned, immutable snapshots of agent configuration; the unit of deployment and rollback for optimization changes"
C-s5-3-numitem-003,s5-3,numitem,3,601,e7277554e84b15a03f90dd5689fa004e8dd56836,X,,,,,"A/B testing reports statistical significance at p<0.05 with sticky traffic splitting. Testable in principle but requires a live A/B experiment with enough traffic to reach significance — cost and duration outside this project's ceiling, and it measures an AgentCore Optimization feature rather than a guardrails property. Remedy: a dedicated Optimization study.",X_CLAIM:C-s5-3-numitem-003,,**A/B Testing** — controlled traffic splitting between two variants through AgentCore Gateway; online evaluation scores each session; reports statistical significance (p < 0.05; traffic split is sticky by runtime session ID; variants injected via W3C baggage headers)
C-s5-3-numitem-004,s5-3,numitem,4,605,e3263762b2cf0d746ecf8b20d22bc62cf2b0f4f9,C,F1-22,,,,,TYPE:s5-3/numitem,,Run recommendations targeting the specific evaluator metric that degraded
C-s5-3-numitem-005,s5-3,numitem,5,606,343441db9e9883337b15af69d6d5c2d626dc3252,C,F1-22,,,,,TYPE:s5-3/numitem,,Always validate with batch evaluation before promoting to A/B test
C-s5-3-numitem-006,s5-3,numitem,6,607,f06d9e1ac72320eb5bc99c3cf1a8214eeadd2017,C,F1-22,,,,,TYPE:s5-3/numitem,,Require statistical significance in A/B tests before full rollout
C-s5-3-numitem-007,s5-3,numitem,7,608,e6f82d91ddf920e2a58443c793df121ad64b67ba,C,F1-22,,,,,TYPE:s5-3/numitem,,Use Configuration Bundles for version control of system prompts and tool descriptions; restrict `UpdateConfigurationBundle` / `DeployConfigurationBundle` IAM permissions to principals authorized to change agent behavior
C-s5-3-numitem-008,s5-3,numitem,8,609,8b91c5f2c7efd47d8bea01023be1443a4aa7b881,C,F1-22,,,,,TYPE:s5-3/numitem,,Document each optimization cycle for audit trail
C-s5-3-numitem-009,s5-3,numitem,9,610,7d892e8a05049ccc80b5a65a1d4242e4ef3a58b5,C,F5-7a,M-optimization-no-privatelink,no,C-s4-5-3-trow-003,,INHERIT:C-s4-5-3-trow-003 (via M-optimization-no-privatelink),,"Private-network deployments: **AgentCore Optimization does not support PrivateLink today, and Evaluations supports PrivateLink for the control plane only** (Accelerator v2.9). If your environment mandates PrivateLink for all traffic, the closed loop's AFTER phase needs a network exception or must wait for support."
C-s6-1-quote-001,s6-1,quote,1,620,e8d70d820f14e548511b4167b80acdecc9b3996a,D,,,,,The document's own disclaimer that the table is illustrative. Not a claim about AWS; it is the statement this entire project exists to render unnecessary.,OVERRIDE:C-s6-1-quote-001,,"**Disclaimer:** The latency figures in the table below are illustrative estimates for capacity-planning purposes only — they are NOT published or guaranteed by AWS. Actual latency varies by Region, model, content length, number of policies, and traffic conditions. Measure your own baselines using the CloudWatch metrics and spans referenced in Section 6.2."
C-s6-1-thead-001,s6-1,thead,1,622,6d2ba22e3997e0b9b9c04ea64d7ed907d2b082e6,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=5,**Hop #** || **Checkpoint** || **Service** || **Typical Latency Range** || **Monitoring Metric**
C-s6-1-trow-001,s6-1,trow,1,624,90931f27c9884c4f824e5d301a8cc437a0bcf953,S,F6-1,M-latency-hop1,yes,,,OVERRIDE:C-s6-1-trow-001,cells=5,1 || Gateway Guardrail (Input) || AgentCore Gateway Policy || 50–200ms || Gateway Latency + GuardrailLatency (`AWS/Bedrock-AgentCore`)
C-s6-1-trow-002,s6-1,trow,2,625,9d133d3107ae20559c3e5dbc5997f16cb7b52e11,S,F6-2,M-latency-hop2,yes,,,OVERRIDE:C-s6-1-trow-002,cells=5,2 || Bedrock Guardrail (Input) || Bedrock Guardrails || 100–500ms || InvocationLatency (`AWS/Bedrock/Guardrails` namespace)
C-s6-1-trow-003,s6-1,trow,3,626,a7ed3ae1299bee8c7c607058f1ce0e4203c97840,S,F6-6,M-latency-hop3,yes,,,OVERRIDE:C-s6-1-trow-003,cells=5,"3 || Model Inference || Bedrock Runtime || 500ms–30s || InvocationLatency (`AWS/Bedrock` namespace, model-specific)"
C-s6-1-trow-004,s6-1,trow,4,627,8ed5744f4618a74455cd058c799bc569f8dd30b2,S,F6-3,M-latency-hop4,yes,,,OVERRIDE:C-s6-1-trow-004,cells=5,4 || Tool Auth (Cedar Policy) || AgentCore Policy || 5–50ms || Policy invocation spans
C-s6-1-trow-005,s6-1,trow,5,628,9137355fa1237a505ae3e39e7f56b0bc231147c7,S,F6-4 F6-8,M-latency-hop5,yes,,,OVERRIDE:C-s6-1-trow-005,cells=5,5 || Tool Guardrails (per call) || AgentCore Gateway Policy || 50–200ms × N calls || GuardrailLatency (ToolName dimension)
C-s6-1-trow-006,s6-1,trow,6,629,ace9ee315f7359a3cd0053cf16676c31f2609311,S,F6-5,M-latency-hop6,yes,,,OVERRIDE:C-s6-1-trow-006,cells=5,6 || Bedrock Guardrail (Output) || Bedrock Guardrails || 100–500ms || guardrailProcessingLatency (invocation trace)
C-s6-1-trow-007,s6-1,trow,7,630,d228555190628c0b62058d2748f1d72272a01283,S,F6-6 F6-7,,,,,OVERRIDE:C-s6-1-trow-007,cells=5,— || **Total (single tool call)** || — || **~800ms–31s+** || End-to-end trace duration
C-s6-1-prose-002,s6-1,prose,2,632,7f5e82fbbe02f54d98991b306eb976d35fd360ec,S,F6-8,,,,,OVERRIDE:C-s6-1-prose-002,,"Note: For agents making multiple tool calls (e.g., 3–5 calls), Hop #4 and #5 repeat for each call, adding 165–750ms per additional tool invocation."
C-agentcore-gateway-metrics-prose-001,agentcore-gateway-metrics,prose,1,638,41e403c6d5ecaa4ae946a6f33cd6db2d818ad9ed,O,F7-2 F7-7,,,,,OVERRIDE:C-agentcore-gateway-metrics-prose-001,,All gateway metrics are published under the `AWS/Bedrock-AgentCore` namespace and are batched at 1-minute intervals.
C-agentcore-gateway-metrics-prose-002,agentcore-gateway-metrics,prose,2,638,63012fd6a9a726eeb0c7463c4f1b96cbb9648180,O,F7-2,,,,,OVERRIDE:C-agentcore-gateway-metrics-prose-002,,(Note: FirstByteLatency is not a valid gateway metric name; use Latency.)
C-agentcore-gateway-metrics-thead-001,agentcore-gateway-metrics,thead,1,640,39c9d29489a5ede42d7f36c00dfb52ec40d7875b,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Metric** || **Description** || **Use**
C-agentcore-gateway-metrics-trow-001,agentcore-gateway-metrics,trow,1,642,00c4dfda6591ff615d845f3c61f3f61653a3665e,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,**Latency** || Initial response time — time from request received to first response token || Measures gateway processing incl. guardrail/policy evaluation
C-agentcore-gateway-metrics-trow-002,agentcore-gateway-metrics,trow,2,643,6d9667a568d066b32e2d34cda3f064c7dea27683,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,**Duration** || Total end-to-end processing time || Overall gateway hop latency
C-agentcore-gateway-metrics-trow-003,agentcore-gateway-metrics,trow,3,644,9b6410bfe0d2444ecc202f610d3717d5ebca321b,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,**Invocations** || Total number of requests made to the Data Plane API || Volume tracking
C-agentcore-gateway-metrics-trow-004,agentcore-gateway-metrics,trow,4,645,df8a4bff01af9cd5e26d0a719388c575659385b6,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,TargetExecutionTime || Time to execute the target (Lambda/OpenAPI/etc.) || Isolates target contribution to total Latency
C-agentcore-gateway-metrics-trow-005,agentcore-gateway-metrics,trow,5,646,d2b1d25172e49232a65032e08a4cd9cf3d248803,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,Throttles || Requests throttled (HTTP 429) || Capacity planning
C-agentcore-gateway-metrics-trow-006,agentcore-gateway-metrics,trow,6,647,0a68147e7a165bbf5212c704ebedb5789fa06908,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,SystemErrors || Requests failed with 5xx || Availability monitoring
C-agentcore-gateway-metrics-trow-007,agentcore-gateway-metrics,trow,7,648,310bc11f09b3111a72aff3d1d83fd333a720b788,O,F7-2,,,,,TYPE:agentcore-gateway-metrics/trow,cells=3,UserErrors || Requests failed with 4xx (except 429) || Client error monitoring
C-agentcore-policy-metrics-prose-001,agentcore-policy-metrics,prose,1,652,6df72bb07ea90aeadeffe3e871f492d8c59f85cf,O,F7-1,,,,,OVERRIDE:C-agentcore-policy-metrics-prose-001,,"Published by default under `AWS/Bedrock-AgentCore`, with dimensions including ToolName, Category, Filter, Mode, and PolicyEnforcementMode."
C-agentcore-policy-metrics-thead-001,agentcore-policy-metrics,thead,1,654,39c9d29489a5ede42d7f36c00dfb52ec40d7875b,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Metric** || **Description** || **Use**
C-agentcore-policy-metrics-trow-001,agentcore-policy-metrics,trow,1,656,e2fd956efe3e6533586abd4aecdc94839a22ddbc,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,**GuardrailLatency** || Time spent in guardrail evaluation within policy || Hop #1/#5 latency isolation
C-agentcore-policy-metrics-trow-002,agentcore-policy-metrics,trow,2,657,df2056dbaafa959a0666e8eb1c634d2ccab660c8,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,**ConfidenceScore / ConfidenceThreshold** || Observed score vs. configured threshold per evaluation || Threshold calibration (Section 7.1)
C-agentcore-policy-metrics-trow-003,agentcore-policy-metrics,trow,3,658,636502c9199f15ca98ad72360873327e57339fdc,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,**AllowDecisions / DenyDecisions** || Authorization outcomes || Rejection-rate tracking
C-agentcore-policy-metrics-trow-004,agentcore-policy-metrics,trow,4,659,bb2e5200d2adaf5045e141591517e681122063a7,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,**SuppressOutputs** || Tool outputs suppressed by suppressOutput effect || Hop #5 filtering rate
C-agentcore-policy-metrics-trow-005,agentcore-policy-metrics,trow,5,660,a136de729c3f4e0fa41889f27c26020831e90701,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,"**LogOnlyMatches / LogOnlyDecisionFlips / LogOnlyEvalIncomplete** || LOG_ONLY policy would-be matches, decision changes vs. ACTIVE policies, and incomplete evaluations || Safe-promotion signal: sustained zero LogOnlyDecisionFlips means promoting the policy will not block current traffic; alarm on LogOnlyEvalIncomplete"
C-agentcore-policy-metrics-trow-006,agentcore-policy-metrics,trow,6,661,e1129bd9cd2e91bdce88fb727254892dbf20ae77,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,"**MismatchErrors / TotalMismatchedPolicies / PolicyMismatch** || Guardrail evaluations that failed due to missing attributes or type mismatches || Fail-secure signal (pairs with bypass route #5, Section 4.4): a policy that cannot evaluate is a policy that may not be protecting you — alarm on it"
C-agentcore-policy-metrics-trow-007,agentcore-policy-metrics,trow,7,662,4c32943f39d11e97e15dfbcc262a1a67e9ca6f67,O,F7-1,,,,,TYPE:agentcore-policy-metrics/trow,cells=3,Policy spans (`aws/spans` log group) || Per-operation evaluation detail (AuthorizeAction etc.) || Trace-level hop analysis
C-agentcore-policy-metrics-prose-003,agentcore-policy-metrics,prose,3,664,c9837c59451bade8e9e4ca1f42698beea64cf119,O,F7-1,,,,,OVERRIDE:C-agentcore-policy-metrics-prose-003,,"This table is not exhaustive — additional metrics (DeterminingPolicies, NoDeterminingPolicies, TemporalLatency, and others) are documented at <https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/observability-policy-metrics.html>."
C-agentcore-policy-metrics-prose-004,agentcore-policy-metrics,prose,4,666,b80d8d6cc1cde218db0eb9759ba89cc69f1f64fc,O,F7-1,,,,,OVERRIDE:C-agentcore-policy-metrics-prose-004,,"Note on terminology: the value surfaced as ConfidenceScore is called a *severity score* for content filters and prompt attacks, and a *confidence score* for sensitive-information filters."
C-bedrock-guardrails-metrics-prose-001,bedrock-guardrails-metrics,prose,1,670,d020a2bca9477c65b26149ea3922d2c52038e483,O,F7-3,M-guardrails-namespace,yes,,,OVERRIDE:C-bedrock-guardrails-metrics-prose-001,,Namespace: **`AWS/Bedrock/Guardrails`** (not `AWS/Bedrock` — that namespace holds model runtime metrics).
C-bedrock-guardrails-metrics-prose-002,bedrock-guardrails-metrics,prose,2,670,5ece4202f2ad2b9ebfb8f2cf644ce005787c4fc9,O,F7-3,,,,,OVERRIDE:C-bedrock-guardrails-metrics-prose-002,,"Dimensions include Operation, GuardrailArn/GuardrailVersion, GuardrailContentSource (Input/Output), and GuardrailPolicyType."
C-bedrock-guardrails-metrics-thead-001,bedrock-guardrails-metrics,thead,1,672,39c9d29489a5ede42d7f36c00dfb52ec40d7875b,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Metric** || **Description** || **Use**
